No,Name,UEN,Short Intro,Date incorporated,Sector,Funding Stage,Employee range,Tags,Description,Address,Website,Emails,Phone,Team,Funding Stage,Total Funding,Funding Rounds,Rounding Raised
1215,INFIO SOLUTIONS PTE. LTD.,UEN 200820767W,—,29 October 2008,—,Pre-seed,—,, ,"INTERNATIONAL PLAZA 10 ANSON ROAD, #24-09, Singapore 079903", , , , ,Pre-seed,—,—, 
1216,InfluxGreen,UEN 200901357K,Inverter Manufacturer,21 January 2009,Cleantech,Pre-seed,—,,"InfluxGreen is both a product and knowledge based enterprise managed by a group of well-connected technologist enthusiasts and supported by a strong team of dedicated technical professionals. Corporate headquarters is located in Singapore.  Going green is our ideology. Conservation of the environment is their aim. Creating a conducive environment is their business. They embrace responsiveness, dynamism, flexibility, efficiency and effectiveness in our organization to keep them abreast of the ever changing and demanding global needs.","ALJUNIED INDUSTRIAL COMPLEX 623 ALJUNIED ROAD, #04-05, Singapore 389835",http://www.influxgreen.com/,sales.singapore@influxgreen.com,+65 31515993, ,Pre-seed,—,—, 
1217,Infochola,UEN 201211853W,IT Infrastructure Services Provider,11 May 2012,Infotech,Pre-seed,11 - 50 employees,,"infochola Solutions is a Singapore based IT infrastructure services and Business Solutions Provider. They are experienced in Technological analysis, Solution Implementation, Cloud Computing, Managed Services & end-to-end Professional IT Services through their robust delivery processes to the number of assorted industry verticals. Infochola Solutions is one of the leading IT Services company in Singapore offering fast, reliable IT Support at affordable costs.","WCEGA TOWER 21 BUKIT BATOK CRESCENT, #07-82, Singapore 658065  SG Tower, No 23A, 1st floor, Abusali street, K K Salai, Saligramam, Chennai, Tamil Nadu -600093 IN",https://infochola.com,solutions@infochola.com;sales@infochola.com,+65 69200801,"Rajarajan Rajendran,Founder",Pre-seed,—,—, 
1218,INFOCORP TECHNOLOGIES PTE. LTD.,UEN 201504991D,Finance solution services provider,25 February 2015,Fintech,Pre-seed,11 - 50 employees,Cryptocurrency;Fintech,INFOCORP  provides solutions to logistics and financial industries to solve the last mile challenges in payments and beyond. They have expertise in unlocking the crypto-economy to serve the under-served and crypto-inclusive banking technology for the un-banked. The company aim to provide banking services to those who are still replying on cash today.,"INTERNATIONAL PLAZA 10 ANSON ROAD, #05-17, Singapore 079903",http://www.infocorp.io/,info@infocorp.io, , ,Pre-seed,—,—, 
1219,infolog,UEN 201304783R,End-to-End Solutions,21 February 2013,Enterprise Solutions,Pre-seed,11 - 50 employees,,"INFOLOG Logistics Suite is a holistic solution that is created with a mindset to cover all aspects of a systematic solution to manage, track and control operations. By integrating the best of technology, INFOLOG Logistics Suite can help to greatly improve operations efficiency, cost effectiveness, keep track and protect your assets at all distribution operation levels.","1003 BUKIT MERAH CENTRAL, #06-03, Singapore 159836  PT. Infolog Solutions Indonesia Gedung Roxy Square – Blok A No. 07, Jl. Kyai Tapa No 1, Jakarta Barat 11440 ID  Infolog Vietnam Ltd Level 10 195 Dien Bien Phu St, Binh Thanh District, Ho Chi Minh City VN",https://www.infolog.com.sg/en,sales@infolog.com.sg,+65 62764288, ,Pre-seed,—,—, 
1220,INFORMATION SYSTEMS OASIS PTE. LTD.,UEN 201529920C,Business IT Solutions,25 July 2015,Infotech,Pre-seed,1 - 10 employees,Infocomm Tech,"Insymo (SG) is a Business IT Solutions company. Their business model is based on the accomplishment and delivery of IT projects in the field of Information and Technology market in Singapore. Combining a breadth of experience, deep technical capabilities, and diverse service offerings, the company hopes to deliver solutions for the industry, improving business performance.","CADENCE LIGHT 199 TELOK KURAU ROAD, #02-04, Singapore 423833",http://insymo.sg/,experience@insymo.sg,+65 Not Available, ,Pre-seed,—,—, 
1221,INFOSING,UEN 201225021E,Retail Software Solution Provider,10 October 2012,Enterprise Solutions,Pre-seed,—,,"We know that, A well planned development and setup of an IT segment can go a very long way to help in smooth and effective business operations. Therefore, we accomplish them in a way exceeding the best of your expectations.","MOUNTBATTEN CENTRE 231 MOUNTBATTEN ROAD, #03-01, Singapore 397999",http://www.infosing.com.sg/,info@infosing.com.sg,+65 63922733,Rabiatul Basria,Pre-seed,—,—, 
1222,INFOSUN TECHNOLOGIES PTE. LTD.,UEN 200907422K,IT Solutions Provider,27 April 2009,Infotech,Pre-seed,11 - 50 employees,,"Infosun Technologies Pte Ltd is an IT Company offering a full range of software solutions and support with special expertise covering all business areas like Telecom, Finance, Mobile Application, and construction and etc.","SHAW TOWERS 100 BEACH ROAD, #16-08, Singapore 189702",http://www.infosuntech.com/,contact@ifstgroup.com,+65 65898868, ,Pre-seed,—,—, 
1223,INFOTRIE FINANCIAL SOLUTIONS PTE. LTD.,UEN 201227234M,Data Analytics Services,5 November 2012,Fintech,Pre-seed,11 - 50 employees,,"InfoTrie aims to leverage Big Data technologies to change the way unstructured data is consumed in Finance today. InfoTrie offers cutting-edge technology to analyze the humongous flow of financial industry information. The engine transforms real-time data from financial news, social media, blogs, transcripts, reports into actionable alerts.  InfoTrie help to uncover low signals for analysts and investors, alerting them in real time, instantly cut the noise, research is fast-tracked. ","SINGAPORE LAND TOWER 50 RAFFLES PLACE, #37-01, Singapore 048623",http://www.infotrie.com,contact@infotrie.com,+65 9180 3304,"Daniel ABROUK,Founder;Frederic GEORJON,Chief Executive Officer (CEO)",Pre-seed,—,—, 
1224,INGENIOUS BUSINESS SOFTWARE,UEN 201020197E,Office Software Reseller,22 September 2010,Infotech,Pre-seed,—,,"As the biggest Sage UBS and Autocount software reseller in Singapore , they are well-positioned to offer comprehensive business software service with competitive pricing.The huge impression range of their products and services are reasons that makes them attractive and popular to small & medium businesses as it give them the opportunity to cater their business needs and therefore, serve the businesses better.  ","UBI TECHPARK 10 UBI CRESCENT, #07-70, Singapore 408564",https://www.ingenious.sg/,support@ingenious.sg,+65 31522000, ,Pre-seed,—,—, 
1225,INGINIM PTE. LTD.,UEN 201538639K,Complete System Solution with back end support,23 October 2015,Infotech,Pre-seed,101 - 200 employees,,"Inginim is a digital services company that focus on building software with the right mix of user experience, technological fit, and security, as well as helping their customers maintain and keep these systems relevant in this fast changing world of information technology.Inginim's core team has been in this business for over 15 years, and have established a formula to ensure that the delivery their projects cost effectively, and on target.Inginim's areas of focus is on plain vanilla websites, websites with business system, payment transactions and analytics in the back-end, mobile applications on iOS and Android and Enterprise Systems that operate behind the scenes and require solid algorithms, high performance and stability.","1093 LOWER DELTA ROAD, #05-07/08, Singapore 169204",http://www.inginim.com/,info@inginim.com,+65 67389416, ,Pre-seed,—,—, 
1226,INIGMAH,UEN 53288436A,high-touch consultancy firm,15 January 2015,—,Pre-seed,1 - 10 employees,,"Inigmah is a High-Touch Consultancy firm offering unique and custom solutions to emerging global markets. Inigmah partners mostly with Governments in and around Central America, Africa & Asia where they facilitate the introduction and implementation of solutions that ultimately help drive and improve economies of the world's major emerging regions. The business works closely with strategic partners around the globe to find the world's most advanced products, solutions and services to take to their clients.","AMBER PARK 14 AMBER GARDENS, #20-02, Singapore 439960",https://inigmah.com/,glenn@inigmah.com,+65 96447032,"Glenn Davies,Founder",Pre-seed,—,—, 
1227,INIMICODE PRIVATE LIMITED,UEN 201436364N,—,6 December 2014,—,Pre-seed,1 - 10 employees,, ,"NGEE ANN POLYTECHNIC 535 CLEMENTI ROAD, #01-13, Singapore 599489",http://www.inimicode.com/index.html,info@inimicode.com, , ,Pre-seed,—,—, 
1228,inkink machinery,UEN 200905504H,Printing Company,27 March 2009,Others,Pre-seed,—,,"INKINK Machinery Pte Ltd is one of the leading used printing machinery dealer in Singapore. they trade used prepress, offset and binding machine. And they export used machines to oversea dealers.","3015A UBI ROAD 1, #02-03, Singapore 408705", ,inkink@singnet.com.sg,+65 6747 2667, ,Pre-seed,—,—, 
1229,Innervative,UEN 201209948G,Educational Game Developement,21 April 2012,Education,Pre-seed,1 - 10 employees,Education,Innervative Learning creates mobile educational game applications.,"ASIAWIDE INDUSTRIAL BUILDING 5 PEREIRA ROAD, #04-03, Singapore 368025",https://www.arclab.io,hi@arclab.io, ,"James Chia,Founder",Pre-seed,—,—, 
1230,INNO RV PTE. LTD.,UEN 201540438W,Distributor and Supplier of Industrial Pumps,12 November 2015,Industrial Electronics,Pre-seed,1 - 10 employees,,"Inno Pumps was established in 1998. Inno Pumps started as OEM pump to serve the Asia market mainly in the South East Asia Region. To assure better quality and competitive price in 2005, Inno Pumps embarked on manufacturing their own pumps. Inno pumps also provides solution for fluid pumping application and offer technical pump selection basing on the application needs.Inno Pump is now a major supplier of industrial pump market in South East Asia. Inno Pump's products are exported to Europe,USA, South Africa and Middle East.Inno Pump products ranges also include ANSI & ISO end suction, Pulp & paper, Split casing, Vertical inline, self-priming, multistage, vertical turbine and submersible pumps.","FRANKEL ESTATE 48 SIGLAP DRIVE, #-, Singapore 456173",http://innopumps.com/,simon@innopumps.com,+65 64413455, , , 
1231,INNODEAS PTE. LTD.,UEN 200907878W,IT Solutions Provider,5 May 2009,Infotech,Pre-seed,—,,"INNODEAS is a software services and IT product development company that provides services in web development, application development and mobile programming. Their services include Software Services, IT Product Development, Website Design & Development, Application Development, Database Design and Development, Mobile Application Development, Embedded Applications. Other services include Graphics Design","LEICESTER SUITES 10 LEICESTER ROAD, #13-02, Singapore 358844",http://www.innodeas.com/,info@innodeas.com,+65 90676445, ,Pre-seed,—,—, 
1232,InnoFire,UEN 201400118M,Chatbot development provider,1 January 2014,Infotech,Pre-seed,—,Infotech,"Innofire is a Singapore based Chatbot development company with offices in both Singapore and Vietnam.Their Chatbot covers an array of function such as answering enquires, bookings, making payment instantly. With this Chatbot, customers can be assured to never miss an opportunity to connect with their customers. Innofire is an extension of Futureworkz with a major focus on building basic to complex chatbots that integrates and connect customers' conversations and data to their business systems.","73 AYER RAJAH CRESCENT, #02-28, Singapore 139952",http://www.innofire.sg/,sales@innofire.sg,+65 66522466, ,Pre-seed,—,—, 
1233,Innov8te,UEN 201424963Z,Marketing and Web & Mobile development,26 August 2014,"Adtech, Infotech",Pre-seed,—,Digital Marketing,"Innov8te is a boutique digital advertising and business solutions company based in Singapore. At Innov8te, we are committed to understanding your business needs through a realistic, down-to-earth approach and delivering innovative results that exceed your expectations.","SULTAN PLAZA 100 JALAN SULTAN, #08-04/05, Singapore 199001",https://www.innov8te.com.sg/,contact@innov8te.com.sg,+65 63913901, ,Pre-seed,—,—, 
1234,INNOVA CONCEPTS,UEN 53143711J,Web Developer,29 May 2009,Infotech,Pre-seed,1 - 10 employees,,"Innova Concepts is a web design, developer, eCommerce, CMS, web, programming, designer, portal, joomla, magento, Shopping, Cart, Online Store, Online Registration Sites","155 SIMEI ROAD, #03-214, Singapore 520155",https://www.innovaconcepts.com.sg/,enquiries@innovaconcepts.com.sg,+65 9366 9060, ,Pre-seed,—,—, 
1235,INNOVATION OF THINGZ PTE. LTD.,UEN 201426406R,Technology Innovation Company,5 September 2014,Infotech,Pre-seed,1 - 10 employees,Software Solution,"Innovation of Thingz manages an innovative smart parking app SurePark, which provides smart directions to drivers to select from a list of car parks in the neighborhood and also directs drivers to the available space, reducing their search and waiting time. The SurePark management dashboard aims to equip carpark operators with useful analytics enabling them to make more effective management decisions.","HORIZON TOWERS WEST 29 LEONIE HILL, #09-01, Singapore 239228", ,surepark@iothingz.asia, , ,Pre-seed,—,—, 
