No,Name,Adress,Phone,Fax,Email,Website,Executive Contact,Classifications,Company Profile
349,Low Kok Kim & Co,"315 , Outram Road Tan Boon Liat Building Tan Boon Liat Building #15-08 #15-08 Singapore Singapore 169074 169074",62222068,62248728,info@lkkcpa.com,www.lkkcpa.com,,"Statutory/ External Audit,Business Formation/Start-Up,Corporate Secretariat Services,Filing Tax Returns,GST,Bookkeeping,Business Valuation,Computerised Accounting Systems",
350,LOW SEOW CHYE & CO.,"14 , Robinson Rd Far East Finance Bldg Far East Finance Bldg #11-02B #11-02B Singapore Singapore 048544 048544",+65 6333 5075,+65 6333 5076,lsccocpa@gmail.com,N/A,MR LOW SEOW CHYE,Statutory/ External Audit,
351,"LOW, YAP & ASSOCIATES","4 , Shenton Way SGX Centre 2 SGX Centre 2 #04-01 #04-01 Singapore Singapore 068807 068807",N/A,+65 6327 3855,chaichoo@lowyap.com.sg,www.lowyap.com.sg,MS TEO CHAI CHOO,"Internal Audit,Advisory Services,ISO Standard Compliance,Health, Safety and Environment,Set up Management Information Systems, Financial Management and Control Systems, etc,Others,Filing Tax Returns,GST,Bankruptcies and/or Liquidations,Corporate Recovery,Financial Investigation,Litigation Assistance,Enterprise Risk Management,Financial Risk Management","Low, Yap & Associates has been providing public accounting and professional services for businesses since 1990. As a client-focused firm, we adopt a personalised approach and pride ourselves on our long-term client relationships."
352,LUI CHIN YEN & CO,"133 , New Bridge Road China Town Point China Town Point #08-04 #08-04 Singapore Singapore 059413 059413",N/A,+65 6535 6832,luinco@singnet.com.sg,N/A,MR LUI CHIN YEN,"Statutory/ External Audit,Internal Audit,Budgeting,Business Formation/Start-Up,Business Plans,Corporate Secretariat Services,Payroll & HR Administration Services,Due Diligence,Merger and Acquisition,Bookkeeping,Grant Applications,Cash Flow Forecasting,Working Capital Management,Financial Investigation,Filing Tax Returns,GST",
353,LYN & CO (TBA),Singapore Singapore,N/A,N/A,zzhouling@hotmail.com,N/A,MS ZHOU LING,Statutory/ External Audit,
354,M BARAK & CO,"8A , Jalan Pisang Singapore Singapore 199075 199075",+65 6296 2776,+65 6296 5363,N/A,www.msac.com.sg,MUBARAK SALIM ABDAT,"Statutory/ External Audit,Charity Audit,Business Formation/Start-Up,Business Coaching,Set up Management Information Systems, Financial Management and Control Systems, etc,Bookkeeping,Corporate Secretariat Services,Filing Tax Returns,GST",
355,M E LIM & CO,Singapore Singapore,N/A,N/A,lme16@singnet.com.sg,N/A,MR LIM MENG ENG,Statutory/ External Audit,
356,M H TJOE & CO,"89 , Short St Golden Wall Centre Golden Wall Centre #04-18 #04-18 Singapore Singapore 188216 188216",+65 6338 9538,N/A,mht0418@singnet.com.sg,N/A,MS TJOE MIE HA,Statutory/ External Audit,
357,M K LOW & CO,"Blk 809 , French Road Kitchener Complex Kitchener Complex #07-158 #07-158 Singapore Singapore 200809 200809",+65 6396 3633,+65 6396 3433,lowkooco@singnet.com.sg,N/A,MS LOW MIAU KHANG,Statutory/ External Audit,
358,M S ONG & ASSOCIATES,"Blk 531 , Upper Cross Street #04-09 #04-09 Singapore Singapore 050531 050531",+65 6227 7603,+65 6536 2348,msong@singnet.com.sg,N/A,MR ONG MOO SENG,Statutory/ External Audit,
359,M Y CHAU & CO,"10 , Anson Road International Plaza International Plaza #28-01 #28-01 Singapore Singapore 079903 079903",+65 6220 9058,+65 6220 5739,chau@mychaucpa.com.sg,www.mychaucpa.com.sg,CHAU MAU YEAP,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Filing Tax Returns,GST,Bookkeeping,Business Formation/Start-Up,Productivity & Innovation Credit (PIC)",
360,MAZARS LLP,"135 , Cecil Street MYP Plaza MYP Plaza #10-01 #10-01 Singapore Singapore 069536 069536",+65 6224 4022,+65 6225 3974,contact@mazars.com.sg,www.mazars.sg,MR RICK CHAN,"Internal Audit,Advisory Services,Budgeting,Company Listing,Business Valuation,Financial Restructuring,Set up Management Information Systems, Financial Management and Control Systems, etc,Others,Market Expansion Services,Others,Transaction Advisory,Due Diligence,Bookkeeping,Business Formation/Start-Up,Business Coaching,ISO Standard Compliance,Health, Safety and Environment,Corporate Secretariat Services,Financial and Accounting Processes,Filing Tax Returns,GST",
361,MCMILLAN WOODS PARTNERS (S) PAC,"165 , Bukit Merah Central #04-3664 #04-3664 Singapore Singapore 150165 150165",+65 6287 2411,+65 6273 7950,audit@mcmillanwoodspac.com,www.mcmillanwoods.com,STEVEN YIT,"Advisory Services,Audit of Gross Turnover (GTO),Filing Tax Returns,GST",
362,MGI MENON & ASSOCIATES,"60 , Robinson Road BEA Building BEA Building #11-01 #11-01 Singapore Singapore 068892 068892",+65 6227 6123,N/A,imran@mgimenon.com,www.mgimenon.com,MR IMRAN ASSAN,Statutory/ External Audit,
363,MGI N RAJAN ASSOCIATES,"10 , Jalan Besar Sim Lim Tower Sim Lim Tower #10-12 #10-12 Singapore Singapore 208787 208787",+65 6293 8089,+65 6293 5756,soma@nra.com.sg,www.nra.com.sg,MR P S SOMASEKHARAN,"Internal Audit,Advisory Services,Filing Tax Returns,GST,Corporate Secretariat Services","We focus on operational excellence and adhere to the quality concepts in order to deliver high performance to enhance the delight of our clients.   We get inspired by the complex business challenges that are faced by our clients and we strive to deliver possible solutions by an empathetic understanding of our clients’ needs, issues and aspirations through our well qualified and vibrant team of professionals comprising of blend of both young and experienced talents.   We try to bring out the best of our core strength in providing Client/ Industry focused services through open and honest communication. We believe in disciplined professional standards and attitudes in our relationship with our clients based on respect for the individual, mutual trust, integrity , transparency and good faith. We believed that a strong understanding of the international accounting and auditing standards and regulations as well as local laws and imperative for providing valuable insight to our clients for managing the risk in their business, strengthen their controls, and to retain the confidence of their investors."
364,MGI SINGAPORE PAC,"51 , Anson Road Anson Centre Anson Centre #02-57/59 #02-57/59 Singapore Singapore 079904 079904",+65 6224 4894,+65 6224 9558,juliana@mgipac.com,www.mgisingaporepac.com,MRS MAH,Statutory/ External Audit,
365,MHC PARTNERSHIP LLP,"1 , Sophia Road Peace Centre Peace Centre #04-13 #04-13 Singapore Singapore 228149 228149",+65 6336 0386,+65 6338 3900,munhong@mhcllp.com,www.mhcllp.com,MR CHEONG MUN HONG,Statutory/ External Audit,
366,MILANT & ASSOCIATES LLP,"135 , Middle Road Bylands Building Bylands Building #04-10 #04-10 Singapore Singapore 188975 188975",+65 6224 3393,+65 6223 6521,rt@milant.com.sg,N/A,MR LIM CHONG HUATCHLIM@MILANT.COM.SGMR RAYMOND TANRT@MILANT.COM.SG,"Statutory/ External Audit,Tax Planning",
367,MJMA PAC,"3791 , Jalan Bukit Merah E-Centr@Redhill E-Centr@Redhill #10-01 #10-01 Singapore Singapore 159471 159471",+65 6227 7382,+65 6227 9884,secretarial@janusys.com.sg,www.mjmapac.com,MR JASON MAH KAH LEONG,"Advisory Services,Tax Planning,Corporate Secretariat Services","We are a Public Accounting Corporation providing a wide range of services including Accounting, Audit & Assurance, Taxation, Corporate Secretarial Services, Human Resource Management & Business Advisory Services."
368,MOK CHARP KHAI & CO (RESIDENCE),"5001 , Beach Road Golden Mile Complex Golden Mile Complex #03-26 #03-26 Singapore Singapore 199588 199588",+65 6293 3881,N/A,ckmokcpa@singnet.com.sg,N/A,MR MOK CHARP KHAI,Statutory/ External Audit,
369,MOORE STEPHENS LLP,"10 , Anson Road International Plaza International Plaza #29-15 #29-15 Singapore Singapore 079903 079903",+65 6221 3771,+65 6221 3815,neo-kj@moorestephens.com.sg,https://sg.moorestephens.com,MR NEO KENG JIN,"Internal Audit,Charity Audit,Bookkeeping,Corporate Recovery,Receivership,Company Listing,Corporate Secretariat Services,Productivity & Innovation Credit (PIC),IDA Schemes,Cross-border Investment Advisory,Investment Advice and/or Portfolio Management,Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Financial Risk Management,Filing Tax Returns,GST,Corporate Governance,Financing Arrangement and Rearrangement,Business Formation/Start-Up,Business Plans,Buying and Selling Businesses,Capital Investment,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Recruitment Services/Executive Search,Computer Consultants,Information Security,Financial and Accounting Processes,HR Processes,Profit Improvement Programmes,Due Diligence","Moore Stephens LLP has been established in Singapore for some 30 years. Since then, we have grown, together with our associate firms, to a leading accounting and consulting association with 16 partners and directors; and more than 200 employees. We are a member firm of Moore Stephens International Limited, which is regarded as one of the world’s leading accounting and consulting association with 667 offices in 105 countries and more than 27,000 partners and professionals With billing in excess of US$2.6 billion per annum. We provide our services to a diverse range of clients, from large corporations, listed companies to private businesses, Entrepreneurs and individuals across a broad array of industry sectors. At Moore Stephens LLP Singapore, our goal is to look beyond numbers and compliance issues, to provide our clients with practical advice to resolve problems and help them achieve their business goals."
370,MORRIS CHAN & CO,"105 , Cecil Street The Octagon The Octagon #15-01 #15-01 Singapore Singapore 069534 069534",+65 6324 7718,+65 6225 9110,kc@jordans.com.sg,N/A,MR CHAN KWANG CHENG,Statutory/ External Audit,
371,MRI MOORES ROWLAND LLP,"6 , SHENTON WAY OUE DOWNTOWN OUE DOWNTOWN #39-02 #39-02 Singapore Singapore 068809 068809",62216116,63232962,info@mooresrowland.sg,www.mooresrowland.sg,Mr Lee Lee King,"Statutory/ External Audit,Internal Audit,Advisory Services,Audit of Gross Turnover (GTO),Bookkeeping: GST Audit,Certification,Certification of Gross Sales,Governance Audit,Gross Sales Certification,Sales Audit,Special Audit,Special Purpose Audit,Bookkeeping,Business Formation/Start-Up,Corporate Secretariat Services,Merger and Acquisition,Enterprise Risk Management,Operational Risk Management,International Tax Advisory,Filing Tax Returns,Tax Planning,GST,Transfer Pricing,International Tax Advisory (CHINA TAX),Other Audit, Assurance and Advisory Service,Corporate Governance,Bankruptcies and/or Liquidations,Restructuring,Business Valuation,Buying and Selling Businesses,Cash Flow Forecasting,Initial Public Offerings,Pricing Analysis and Valuation,Investment & Tax Regimes (e.g. Cross Border Tax),Due Diligence for Overseas Projects,Financial and Accounting Processes,Company_Incorporation,Foreign Desk Services, Japan Desk,Transaction Advisory,Valuation,Due Diligence","MRI Moores Rowland is a public accounting firm.  We are the Singapore network firm of Moores Rowland Asia Pacific, an international integrated business consulting company specialises in assurance, advisory and compliance services. We are a consulting group whom work hand-in-hand with our clients to provide insight and creating business value for the organisations. We are passionate about getting the right focus for our clients and delivering the right technical excellence in all perspectives. Our service is focus to people. Our commitment to technical excellence, service delivery and value for money are practical means of expressing our commitment of the focus to people.We have the experience coordinating in group engagement with the ability to centralise monitoring of assignments to manage group reporting effectively."
372,MSA & PARTNERS PAC,"8A , Jalan Pisang Singapore Singapore 199075 199075",+65 6296 2776,+65 6296 5363,msagroup@msac.com.sg,www.msac.com.sg,,"Statutory/ External Audit,Charity Audit,Business Formation/Start-Up,Business Coaching,Business Plans,Cashflow & Working Capital Management,Financial Controls for SMEs,Filing Tax Returns,Tax Planning,GST,Bookkeeping,Corporate Secretariat Services,Set up Management Information Systems, Financial Management and Control Systems, etc","MSA & Partners PAC offers expertise in the areas of Audit, Assurance, Taxation, Corporate Services and other various Professional services through a qualified team of Professionals."
373,MSPC & ASSOCIATES,"545 , Orchard Rd Far East Shopping Centre Far East Shopping Centre #10-06 #10-06 Singapore Singapore 238882 238882",N/A,N/A,sec_ms@yahoo.com.sg,N/A,MR WONG MAN SHEN,Statutory/ External Audit,
374,MUBARAK SALIM & CO,"8A , Jln Pisang Singapore Singapore 199075 199075",+65 6296 2776,+65 6296 5363,mubarak@msac.com.sg,www.msac.com.sg,MR ABDAT MUBARAK BIN SALIM,"Charity Audit,Special Audit,Business Formation/Start-Up,Business Coaching,Corporate Secretariat Services,Set up Management Information Systems, Financial Management and Control Systems, etc,Bookkeeping,Working Capital Management,Recruitment Services/Executive Search,Filing Tax Returns,GST",
375,MY PARTNERSHIP,"1 , Raffles Quay North Tower North Tower Singapore Singapore 048583 048583",N/A,+65 6622 5999,my@mysingaporecpa.com,N/A,MR NG MENG YEOW,"Statutory/ External Audit,Business Formation/Start-Up,Bookkeeping,Filing Tax Returns,GST",
376,N K HO & CO,"18 , Jalan Masjid Kembangan Plaza Kembangan Plaza #02-08 #02-08 Singapore Singapore 418944 418944",N/A,N/A,angeline_sim@hotmail.com,N/A,"MISS SIM MIAO LING, ANGELINE",Statutory/ External Audit,
377,N TAN ASSOCIATES,"55 , Market Street Singapore Singapore 048941 048941",+65 6327 8868,+65 6327 8869,info57@ntan.com.sg,N/A,MR NICKY TAN,"Bankruptcies and/or Liquidations,Corporate Recovery,Financial Investigation,Litigation Assistance,Business Valuation,Buying and Selling Businesses,Due Diligence,Merger and Acquisition",
378,N.F LEE & CO,"35 , Selegie Road Parklane Shopping Mall Parklane Shopping Mall #04-07 #04-07 Singapore Singapore 188307 188307",+65 6336 4444,+65 6336 4446,chyeo@nflee.com,www.nflee.com,MR YEO CHENG HEE,Statutory/ External Audit,
379,NACN INTERNATIONAL PAC,"60 , Albert Street OG Albert Complex OG Albert Complex #16-06 #16-06 Singapore Singapore 189969 189969",+65 6336 4123,+65 6336 1650,N/A,www.nacn.sg,EDDY LIM,"Statutory/ External Audit,Budgeting,Business Formation/Start-Up,Buying and Selling Businesses,Capital Investment,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Others,Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Financial Risk Management,Due Diligence,Bookkeeping,Corporate Recovery,Receivership,Company Listing,Corporate Secretariat Services,IE Singapore Schemes,IDA Schemes,Computer Consultants,Computer Systems,Financial and Accounting Processes,HR Processes,Filing Tax Returns,GST",
380,NANYANG BUSINESS SCHOOL - NANYANG TECHNOLOGICAL UNIVERSITY,"50 , Nanyang Avenue Singapore Singapore 639798 639798",N/A,N/A,N/A,N/A,,,
381,NATARAJAN & SWAMINATHAN,"1 , North Bridge Road High Street Centre High Street Centre #19-04/05 #19-04/05 Singapore Singapore 179094 179094",N/A,+65 6338 2844,ns@nsca.pro,www.nsca.pro,MS. GEETA AWATRAMANI,"Statutory/ External Audit,Bookkeeping,Business Formation/Start-Up,Corporate Governance,Bankruptcies and/or Liquidations,Filing Tax Returns,GST",
382,NATHAN & ASSOCIATES,Singapore Singapore,N/A,N/A,skvr2009@gmail.com,N/A,MR ULAGANATHAN S/O KARUMANAN,Statutory/ External Audit,
383,NEELS TRADELINK PTE LTD,"100 , Jalan Sultan Sultan Plaza Sultan Plaza #03-45 #03-45 Singapore Singapore 199001 199001",+65 6293 6079,+65 6293 6853,info@singaporeincorporation.net,www.singaporeincorporation.net,Ms Nalini Natverlal,Corporate Secretariat Services,
384,NEXIA TS PUBLIC ACCOUNTING CORPORATION,"100 , Beach Road Shaw Tower Shaw Tower #30-00 #30-00 Singapore Singapore 189702 189702",+65 6534 5700,+65 6534 5766,nexiats@nexiats.com.sg,www.nexiats.com.sg,MR HENRY TAN,"Internal Audit,Advisory Services,Bookkeeping,Business Formation/Start-Up,Business Coaching,Business Valuation,Financial Restructuring,Set up Management Information Systems, Financial Management and Control Systems, etc,Others,Enterprise Risk Management,Financial Risk Management,Transaction Advisory,Due Diligence,Board Recruitment,Corporate Governance,Bankruptcies and/or Liquidations,Corporate Recovery,Company Listing,Computer Consultants,Information Technology and E-Commerce,Financial and Accounting Processes,Filing Tax Returns,GST",
385,NG GIM HWA & CO,"809 , French Rd Kitchener Complex Kitchener Complex #06-156 #06-156 Singapore Singapore 200809 200809",+65 6294 9353,N/A,gimhwaco@gmail.com,N/A,MS NG GIM HWA,Statutory/ External Audit,
386,NG LIEW PENG & CO.,"111 , North Bridge Road Peninsula Plaza Peninsula Plaza #18-03 #18-03 Singapore Singapore 179098 179098",+65 6337 0122,+65 6338 5145,N/A,nlpnco.webs.com,NG LIEW PENG,"Statutory/ External Audit,Filing Tax Returns,Bookkeeping",
387,NG SIANG KHEN & CO,Singapore Singapore,N/A,N/A,ctcnc23a@singnet.com.sg,N/A,MS NG SIANG KHEN,Statutory/ External Audit,
388,"NG, LEE & ASSOCIATES - DFK","143 , Cecil Street GB Building GB Building #12-00 #12-00 Singapore Singapore 069542 069542",+65 6294 3022,+65 6294 2722,admin@nglee-dfk.com,www.nglee-dfk.com,MR JERRY LEE KIAN ENG,"Internal Audit,Advisory Services,Company Listing,Set up Management Information Systems, Financial Management and Control Systems, etc,Others,Filing Tax Returns,GST,Bankruptcies and/or Liquidations,Corporate Recovery,Payroll & HR Administration Services,Others,Financial and Accounting Processes",
